Carimbo,Idade,Sexo,TempoDocencia,Graduacao,PosGraduacao,Instituicao,ED1,ED2,ED3,ED4,EE1,EE2,EE3,EE4,IS1,IS2,IS3,CF1,CF2,CF3,CF4,MH1,MH2,MH3,PR1,PR2,PR3,HA1,HA2,HA3,HA4,IC1,IC2,IC3,UsoR,UsoTinkerplots,UsoFathom,UsoExcel,UsoSPSS,UsoCODAP,UsoMinitab,UsoPython,UsoSigmaplot,UsoPSPP,UsoOutros1,Outros1,UsoOutros2,Outros2,UsoOutros3,Outros3
24/11/2023 14:39:51,26,Masculino,0.5,Estatística,Sim,UFPI,5,4,4,4,3,3,4,2,3,3,3,4,4,4,5,4,5,5,5,4,4,4,1,5,4,5,2,5,4,1,1,2,1,1,1,1,1,1,1,Geogebra,,,,
08/12/2023 18:53:43,26,Feminino,2,Licenciatura em Matemática ,Não,Universidade Estadual Vale do Acaraú ,4,5,5,5,4,4,4,4,4,5,5,4,4,4,5,5,5,4,4,4,4,4,2,5,5,5,5,5,5,1,1,5,1,1,1,1,1,1,,,,,,
27/11/2023 18:37:51,28,Masculino,0.5,Ciências atuariais e economia,Sim,Universidade Federal de Lavras,5,5,5,3,4,5,4,5,5,5,4,5,5,4,5,4,5,4,5,5,5,4,1,5,4,5,3,5,5,1,1,4,1,1,1,5,1,,,,,,,
02/12/2023 13:12:42,29,Masculino,1,Engenharia Elétrica,Não,UFRN,5,1,3,4,3,2,2,3,3,4,3,2,2,2,4,4,4,4,5,3,2,2,1,5,2,4,4,4,1,1,1,3,1,1,1,1,1,1,5,Octave,,,,
29/11/2023 10:09:53,30,Feminino,1,Saúde Coletiva,Não,Universidade Federal do Rio de Janeiro,5,5,5,5,2,5,4,2,5,5,5,1,4,5,4,5,5,5,1,2,1,5,1,5,5,5,5,5,1,1,1,4,3,1,1,1,1,1,3,Tabwin,5,TABNET,5,Google Planilhas
07/12/2023 12:12:31,30,Feminino,1,Matemática ,Sim,USP,4,4,2,4,4,4,2,3,4,4,4,3,3,5,3,4,4,4,5,4,5,3,1,4,2,4,4,4,4,1,1,3,1,1,1,1,1,1,1,Bioestat ,,,,
29/11/2023 12:21:52,30,Masculino,2,Ciências Atmosféricas ,Não,UNIFEI,5,5,5,5,5,5,5,5,3,3,3,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,1,1,1,5,1,1,1,5,2,1,,,,,,
10/12/2023 19:03:24,30,Masculino,2,Licenciatura em Matemática,Não,Trabalho no IFRJ ,5,3,4,3,4,4,4,4,3,3,3,1,4,4,5,5,4,4,3,3,3,5,1,4,4,5,5,5,2,1,1,5,1,1,1,1,,1,5,GeoGebra,,,,
11/12/2023 14:33:27,30,Masculino,5,Licenciatura em Matemática,Sim,UFPA,5,5,5,5,5,5,5,5,5,3,5,2,5,5,5,5,5,5,3,5,3,5,2,5,5,5,5,5,5,1,1,5,2,1,1,3,1,1,,,,,,
29/11/2023 12:14:54,31,Masculino,1,Economia ,Não,Universidade Federal da Paraíba ,5,5,5,5,5,3,5,5,3,3,4,1,5,5,5,5,5,5,5,3,3,5,1,5,2,5,5,5,5,1,1,5,1,1,1,1,1,1,,,,,,
21/02/2024 13:17:58,31,Masculino,1,Economia,Não,UFRN,4,5,4,3,4,3,3,2,3,4,4,2,3,3,4,4,4,4,1,3,2,2,1,5,1,5,3,4,4,1,1,4,1,1,1,2,1,1,5,Matlab,,,,
27/11/2023 17:59:21,32,Feminino,4,Estatística,Sim,UFSM ,5,3,3,3,5,5,5,5,3,3,3,3,5,5,5,5,5,5,3,3,3,5,2,5,5,5,5,5,5,,,,,,,,,,,,,,,
07/12/2023 10:38:18,32,Masculino,4,Estatística e Enfermagem,Não,Universidade Federal de Goiás,5,5,5,5,5,5,5,5,5,4,5,1,5,5,5,5,5,5,3,5,2,5,2,5,5,5,5,5,5,1,1,5,5,1,4,1,1,1,5,STATA,,,,
17/12/2023 08:36:52,32,Masculino,5,Estatística,Sim,UFMG,5,3,4,5,3,3,2,3,3,3,3,3,4,5,4,4,4,3,4,5,5,2,1,5,2,4,4,4,4,1,1,4,,1,3,,1,1,,,,,,
29/11/2023 15:11:25,32,Feminino,8,Ciências Atuariais,Não,UFRN,3,4,4,3,4,3,2,3,5,5,5,1,4,3,5,1,5,3,3,3,1,5,1,5,5,5,5,5,5,1,1,5,2,,2,2,1,2,3,Stata,,,,
29/11/2023 10:22:33,33,Feminino,1,Matemática ,Não,Ufs ,4,4,2,3,2,4,1,2,5,5,5,1,2,4,5,4,4,2,2,2,2,2,1,5,2,4,4,3,,,,5,,,,,,,,,,,,
21/11/2023 14:55:05,33,Masculino,2,Matemática,Não,IF SUDESTE-MG ,5,4,5,5,5,4,4,5,5,4,5,5,4,5,5,4,5,5,5,4,4,5,2,5,5,5,5,5,3,2,2,3,3,2,2,3,,3,,,,,,
05/12/2023 17:39:02,33,Masculino,3,Engenharia Civil,Não,Universidade Federal do Pará,4,4,4,4,3,2,2,3,4,4,4,3,2,2,4,2,4,3,2,3,3,2,2,4,2,4,3,4,1,1,1,5,1,1,1,1,1,,5,Smath Studio,,,,
07/12/2023 09:08:52,33,Masculino,4,Economia,Sim,Unir,3,3,3,3,3,2,3,3,3,3,3,2,3,3,2,3,3,3,3,2,1,3,1,3,3,3,3,3,4,1,1,3,1,1,1,4,1,1,,,,,,
27/11/2023 08:19:59,33,Feminino,5,Licenciatura em Matemática / Biomedicina ,Não,De atuação ou de pós? Fico confuso. Atuação: a Unirio/ Pós: UFRJ,5,5,5,5,5,5,5,5,3,5,3,1,5,5,5,5,5,5,3,3,3,5,1,5,5,5,5,5,5,1,1,2,1,1,1,1,1,1,5,Plicker,,,,
08/12/2023 20:01:39,33,Masculino,5,Estatística,Sim,UEM ,4,3,4,2,4,4,4,4,3,3,3,2,5,4,4,2,3,3,4,3,3,4,1,2,4,5,3,5,5,1,1,4,2,1,1,1,1,1,,,,,,
18/12/2023 14:03:22,33,Masculino,5,Estatística,Sim,UFRN,3,3,5,4,3,3,4,3,4,4,4,1,2,3,3,4,5,3,3,3,3,4,3,3,4,4,2,4,5,1,1,3,2,1,1,2,1,1,,,,,,
07/02/2024 12:26:06,33,Feminino,5,Estatística,Sim,UFMG,4,3,4,4,5,5,5,5,3,3,3,3,5,5,4,4,5,5,1,3,1,4,1,4,4,4,4,4,4,1,1,2,1,1,1,2,1,1,,,,,,
28/11/2023 23:11:20,33,Feminino,6,Ciências Econômicas,Sim,UFSM,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,1,5,4,5,5,5,5,5,5,1,1,3,2,1,1,3,1,1,,,,,,
23/11/2023 16:22:39,33,Feminino,7,Estatística e Biotecnologia,Não,Doutorado em Ciencia da Computação / Leipzig University,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,1,5,1,5,4,5,5,5,5,5,5,1,1,1,1,1,1,3,1,1,,,,,,
24/11/2023 16:16:06,33,Feminino,9,Estatística,Sim,UNB,5,5,5,5,4,5,4,4,2,2,2,5,4,5,4,5,5,5,5,5,5,5,1,5,5,5,5,5,5,1,1,4,1,,1,,1,1,,,,,,
27/11/2023 14:50:01,34,Feminino,3,Bacharelado em Engenharia Florestal,Não,Universidade Federal do Sul e Sudeste do Pará - Unifesspa,5,5,5,5,5,5,5,5,3,3,3,4,5,5,5,5,4,5,4,5,4,5,1,5,5,5,5,5,5,1,1,5,2,1,1,1,3,1,4,Sisvar,4,Systat,4,Statistica
05/12/2023 10:33:40,34,Masculino,4,Geografia,Não,UFRN,5,3,4,4,4,4,5,4,3,3,3,5,4,5,4,2,4,3,3,5,3,5,2,5,4,5,4,5,5,1,1,5,1,1,1,1,1,1,4,Softwares de SIG como QGIS,,,,
27/11/2023 12:44:36,34,Masculino,5,Medicina veterinária ,Não,Ufcg ,5,5,2,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,2,4,2,4,2,5,2,4,5,5,,,,5,5,,,,,,5,Bioestat ,,,,
01/12/2023 08:10:43,34,Masculino,5,Ciências Biológicas ,Não,Universidade Federal do Sul e Sudeste do Pará,5,5,5,5,5,4,5,5,5,3,5,3,5,5,5,5,5,5,5,5,3,5,1,5,5,5,5,5,4,1,1,4,1,1,1,1,1,1,,,,,,
08/12/2023 08:49:44,34,Masculino,5,Licenciatura em matemática,Não,UFAL,5,3,5,5,4,4,3,4,4,4,3,1,4,2,5,3,3,3,2,2,1,5,1,5,5,5,4,5,1,1,1,3,1,1,1,,1,1,5,Texstudio,4,Geogebra,5,Screenmarker
29/11/2023 11:17:22,34,Masculino,6,Psicopedagogia ,Não,UFPB ,5,5,5,5,5,4,5,4,5,5,5,3,5,5,4,5,5,5,3,5,3,5,1,5,5,5,5,5,3,1,1,1,5,1,1,1,1,1,5,JASP,,,,
29/11/2023 10:40:32,34,Masculino,10,Matemática ,Não,,5,5,5,5,4,4,5,4,5,3,5,4,4,5,5,5,5,5,4,4,4,5,2,5,5,5,4,4,3,1,1,3,,1,1,3,,,5,Matlab,5,C,5,Fortran
28/11/2023 15:09:34,35,Feminino,2,Enfermagem,Não,Universidade Federal do Sul da Bahia,5,5,5,5,5,5,5,5,5,5,5,3,5,5,3,5,5,5,5,5,3,5,1,5,5,5,5,5,1,1,1,4,1,1,1,1,1,3,5,JAMOVI,,,,
30/11/2023 10:10:51,35,Feminino,6,Odontologia,Não,Universidade Federal do Piauí,5,5,4,4,4,4,4,5,3,4,4,2,4,5,5,5,5,4,4,2,1,5,2,5,4,5,5,5,2,1,1,5,5,1,3,1,3,1,5,JAMOVI,5,BIOESTAT,,
22/11/2023 13:48:55,35,Masculino,9,Estatística,Sim,UFPE,5,5,4,4,4,5,4,4,5,5,5,5,5,5,2,5,5,5,5,5,5,5,1,5,4,5,4,5,5,1,1,4,1,1,1,2,1,1,,,,,,
22/11/2023 19:34:37,35,Masculino,10,Estatística,Não,UFPI,5,5,5,5,5,5,5,4,5,2,3,2,5,5,5,5,5,5,2,5,3,5,2,5,5,5,5,5,5,1,1,4,3,1,1,3,1,1,,,,,,
06/12/2023 09:02:57,35,Masculino,10,Estatística,Sim,ESALQ/USP,4,3,4,4,3,4,4,4,3,4,3,2,4,4,4,3,4,3,3,3,3,4,2,4,4,5,4,5,5,1,1,5,1,1,1,1,1,1,,,,,,
27/11/2023 13:09:24,36,Feminino,1,Engenharia de Agronegócios,Não,,3,1,1,1,5,5,1,5,1,1,1,1,2,3,1,2,3,3,5,1,1,1,1,4,1,3,1,4,2,1,1,5,3,1,1,2,1,1,,,,,,
27/11/2023 13:11:18,36,Masculino,2,Fisioterapia,Não,Unifesspa,4,3,2,2,5,5,5,5,4,3,3,1,5,4,3,3,4,5,3,5,3,3,2,5,3,5,4,5,5,1,1,5,2,1,1,3,1,1,,,,,,
27/11/2023 13:36:12,36,Feminino,4,Zootecnia,Não,Universidade Federal Rural da Amazônia,5,3,5,5,5,4,4,5,3,3,5,1,4,5,5,4,5,5,5,5,3,5,1,5,5,5,5,5,4,1,1,5,1,1,1,1,1,1,,,,,,
28/11/2023 12:16:01,36,Masculino,4,Eng florestal ,Sim,Universidade federal do Tocantins ,4,3,4,4,3,4,4,3,2,2,3,4,4,4,4,3,4,2,4,4,2,3,2,4,2,4,4,4,,,,,,,4,,4,,,,,,,
29/11/2023 20:12:08,36,Masculino,4,Ciências Econômicas,Não,Programa de Pós Graduação em Economia Aplicada/UFV,5,4,3,4,4,4,3,4,4,5,4,3,4,5,5,3,5,4,5,5,3,4,4,4,4,4,5,5,5,1,1,3,3,1,1,1,1,1,3,Stata,,,,
04/12/2023 11:20:50,36,Masculino,5,Bacharelado em ciências biológicas ,Não,Ufpb,5,5,5,5,5,5,3,5,3,3,4,2,5,4,5,4,5,4,4,4,4,5,1,5,4,5,5,5,5,1,1,5,1,1,1,1,2,1,,,,,,
12/12/2023 09:50:40,36,Masculino,5,Estatística,Sim,Universidade Federal do Piauí,5,4,3,3,4,3,3,4,1,1,1,5,4,3,5,3,4,4,5,5,5,1,1,5,3,3,3,3,3,1,1,2,1,1,1,1,1,1,,,,,,
21/11/2023 11:49:26,36,Masculino,6,Matemática ,Sim,Universidade Estadual de Maringá ,5,5,4,5,5,3,3,4,3,3,5,3,5,5,3,5,5,5,3,5,3,5,3,5,5,5,5,5,3,2,2,4,3,2,4,4,2,2,4,Stata,4,Eviews,,
14/12/2023 22:15:11,36,Masculino,7,Matemática,Sim,Doutorando na UFSCAR/USP,5,5,5,5,3,3,3,5,4,5,5,1,5,5,5,3,5,3,1,5,1,5,1,5,5,5,5,5,5,1,1,5,3,1,1,3,1,3,,,,,,
11/12/2023 08:37:56,36,Feminino,8,Enfermagem,Não,EERP/USP,5,5,4,5,5,5,5,5,1,1,1,3,5,5,5,5,5,5,3,3,3,5,1,4,5,5,5,5,3,1,1,5,4,1,1,1,1,1,5,Epiinfo,5,Statistica,3,Stata
22/11/2023 10:28:11,36,Feminino,10,Estatística,Sim,Universidade Federal do Pará,5,4,4,5,4,5,4,4,5,5,5,1,4,5,5,4,5,5,3,5,1,5,1,5,5,5,5,5,3,,,5,3,,,,,3,5,AgroEstat,,,,
22/11/2023 11:54:50,36,Feminino,10,estatística,Sim,Universidade Federal do Amazonas,5,5,5,5,3,5,5,5,5,5,5,2,5,5,4,2,5,4,5,3,3,5,1,5,5,5,5,5,5,1,1,4,1,1,1,1,1,1,,,,,,
07/12/2023 21:17:58,36,Masculino,13,Matemática,Sim,UFSCar,2,3,4,2,4,4,3,4,3,1,1,1,4,4,3,3,2,2,2,2,1,2,1,1,3,2,1,2,4,1,1,4,1,1,1,1,1,1,,,,,,
29/11/2023 16:22:02,37,Masculino,1,Licenciatura Plena Em Matemática ,Não,UNEMAT,4,3,4,3,3,4,4,5,3,2,4,3,4,4,4,3,5,3,3,4,3,4,2,5,3,5,3,5,1,1,1,4,1,1,1,3,1,1,,,,,,
04/12/2023 11:54:08,37,Masculino,2,Biologia,Não,Universidade Federal do Pará,5,5,3,5,5,5,5,5,3,3,3,3,5,5,5,5,5,5,3,3,3,5,2,5,5,5,5,5,5,1,1,5,3,1,1,1,1,1,,,,,,
11/12/2023 08:52:20,37,Masculino,4,Zootecnia,Não,Universidade Federal Rural da Amazônia,4,5,5,4,4,4,4,2,5,5,5,1,4,4,5,5,4,4,2,4,2,4,2,4,4,4,4,4,4,1,1,5,1,1,1,1,1,,1,SAS,,,,
21/11/2023 15:46:52,37,Masculino,5,Economia ,Sim,Universidad Carlos III de Madrid,5,5,4,5,4,5,5,5,5,2,5,5,5,5,3,5,5,5,5,5,5,3,2,5,3,4,4,4,4,,,4,,,,1,,,,,,,,
23/11/2023 12:02:09,37,Masculino,5,Estatística,Sim,UFJF,4,4,4,4,2,4,4,4,3,3,3,5,5,4,3,4,4,3,5,5,5,4,1,4,4,4,3,3,4,1,1,2,1,1,1,1,1,1,,,,,,
05/12/2023 13:33:05,37,Masculino,6,engenharia química,Não,Universidade Federal do Pará,5,5,5,5,5,4,4,5,4,5,5,3,5,5,5,4,4,5,4,2,3,5,3,5,4,5,5,5,,,,3,,,,,,,5,Matlab,,,,
07/12/2023 10:32:28,37,Masculino,6,engenharia florestal,Sim,esalq,5,5,5,5,4,5,4,4,3,3,3,3,4,5,2,5,4,5,3,3,3,5,3,5,5,5,5,5,5,,,5,,,,4,,,4,QGIS,5,Inkscape,3,Julia
07/12/2023 14:47:24,37,Masculino,7,Licenciatura em Ciências Biológicas,Não,Universidade Federal do Pará,5,4,5,4,3,3,2,3,4,5,5,1,2,4,4,3,4,3,4,2,2,4,2,5,4,5,3,5,2,,,5,,,,,,,5,PAST,3,Statistica,,
07/12/2023 18:12:57,37,Feminino,7,Estatistica ,Sim,Universidade Estadual do Vale do Acarau,5,5,3,5,5,4,3,5,4,4,3,3,5,3,5,5,4,4,3,3,3,2,1,5,3,4,4,2,4,1,1,4,1,1,1,1,1,1,,,,,,
04/12/2023 09:50:50,37,Masculino,10,Engenharia Florestal,Não,Universidade do Estado do Amapá,5,5,4,5,5,4,5,5,4,4,5,3,4,5,5,4,4,5,3,3,3,5,1,5,5,5,5,5,5,1,1,3,2,1,2,2,1,1,,,,,,
22/11/2023 12:52:06,37,Masculino,11,Estatística,Sim,UFPE,5,3,5,5,5,5,5,5,1,1,1,1,5,5,5,5,5,5,1,1,1,5,1,5,5,5,5,5,5,1,1,3,3,1,3,3,1,3,,,,,,
30/11/2023 10:00:43,37,Masculino,11,Física,Não,Unifesspa,4,4,4,4,3,4,4,4,3,3,3,3,5,4,4,4,5,3,3,3,3,4,1,5,4,5,3,5,1,1,1,4,1,1,4,4,1,1,,,,,,
22/11/2023 17:06:29,37,Masculino,14,Matemática,Sim,UFSCar,2,1,1,1,2,1,1,5,2,1,1,5,5,5,1,1,2,1,5,5,5,1,1,2,1,5,1,5,3,1,1,1,1,1,1,1,1,1,,,,,,
27/11/2023 21:55:34,38,Masculino,1,Ciências Contábeis,Não,UFPA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,1,5,5,5,5,5,1,1,1,5,5,1,1,1,1,1,5,STATA,1,NIHIL,1,NIHIL
06/12/2023 17:29:59,38,Feminino,1,Licenciatura em Matemática,Sim,Unesp,4,5,4,4,5,2,2,2,4,4,4,1,1,2,1,2,4,2,1,2,2,2,1,4,2,4,4,4,2,1,1,2,1,1,1,2,1,1,2,Matlab,2,Maple,,
15/12/2023 12:26:53,38,Feminino,1,Geologia,Não,UNESP,5,4,4,4,5,4,5,5,4,4,4,1,4,5,5,5,5,5,1,2,3,5,1,5,5,5,5,5,,,,5,,,5,5,,,1,SGlib,,,,
15/12/2023 07:16:49,38,Masculino,2,Ciências Sociais,Não,USP,5,5,4,4,4,4,4,4,5,5,5,5,4,5,1,4,5,4,4,5,3,5,1,5,5,5,5,5,5,1,1,4,2,1,1,2,1,2,,,,,,
06/12/2023 09:20:44,38,Masculino,3,Geografia,Não,Universidade Federal do Pará,4,3,4,3,2,2,4,2,3,3,3,3,3,5,2,4,3,2,2,4,3,4,1,4,3,5,3,4,3,1,1,5,1,1,2,3,1,1,,,,,,
29/11/2023 10:04:21,38,Feminino,6,Licenciatura em Matemática ,Não,,2,2,3,3,3,2,2,3,2,2,2,2,3,2,2,2,3,2,2,2,2,2,1,3,3,3,3,2,1,1,1,4,1,1,1,3,1,1,,,,,,
29/11/2023 13:04:21,38,Masculino,9,Economia ,Sim,UFPE ,4,4,4,4,3,5,5,3,4,4,4,5,4,4,4,3,4,3,4,5,5,4,1,4,3,5,4,5,4,1,1,4,1,1,1,1,1,1,4,GRETL,,,,
22/11/2023 09:14:14,38,Feminino,11,Estatística,Sim,Ufpi,5,4,4,4,4,5,5,5,5,5,5,4,5,5,4,5,5,5,5,5,5,5,1,5,5,5,5,5,5,1,1,3,3,1,3,3,1,1,,,,,,
26/11/2023 17:47:04,38,Masculino,11,Administração/ Matemática,Sim,UFLA,4,3,4,4,4,3,4,4,3,2,3,1,4,4,4,4,4,4,1,1,1,4,1,4,1,5,4,5,5,1,1,3,1,1,1,4,1,1,,,,,,
20/11/2023 12:40:31,38,Feminino,13,Estatística,Sim,UFPRE e UNESP,5,5,5,5,5,4,4,4,5,1,5,1,4,5,5,5,5,5,3,2,3,5,1,5,5,5,5,5,5,1,1,3,3,1,2,,1,1,,,,,,
30/11/2023 15:21:27,38,Masculino,13,"Engenheria civil, Materiais, Administração e Ciência Contábeis",Não,UFCA,5,5,5,5,5,5,,5,5,5,5,1,5,5,5,5,5,5,5,5,1,5,2,5,5,5,5,5,5,1,1,5,1,1,1,4,1,1,,,,,,
15/12/2023 08:58:55,38,Masculino,13,Agronomia,Não,UFFS,5,5,5,5,4,5,5,4,5,3,3,3,4,5,3,4,5,4,3,3,3,5,1,5,5,5,5,5,5,1,1,5,1,1,1,1,1,2,,,,,,
28/11/2023 19:19:31,39,Feminino,1,Psicologia,Não,"Completei graduação, mestrado e doutorado na Universidade de São Paulo (USP). Dou aula na Universidade Federal do Sul da Bahia (UFSB). Não sei a qual das duas vocês se referiram com a pergunta.",5,1,5,1,5,4,4,4,5,5,5,4,4,5,4,5,5,5,2,2,2,5,1,5,5,5,5,5,1,1,1,4,3,1,1,1,1,4,3,Libre Office,,,,
13/12/2023 15:40:37,39,Feminino,5,Estatística,Sim,Universidade de São Paulo,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,3,5,3,5,1,5,5,5,5,5,5,1,1,2,2,1,2,2,1,,,,,,,
20/11/2023 13:50:23,39,Feminino,10,Matemática ,Sim,Ufcg,5,4,5,5,4,4,4,5,4,4,4,3,4,5,4,5,5,5,3,3,4,4,4,5,5,4,4,5,3,1,1,4,3,1,1,2,1,1,,,,,,
08/12/2023 23:06:10,39,Masculino,10,Biologia,Não,UFRA,5,5,4,5,4,5,4,5,5,5,5,5,5,5,4,4,4,5,5,5,5,5,1,5,5,5,5,5,5,1,1,4,3,1,2,2,1,1,,,,,,
07/12/2023 16:47:06,39,Masculino,13,Engenharia Florestal,Não,Universidade Federal do Pará,5,5,5,5,4,5,4,4,4,3,4,3,4,5,5,5,,5,3,4,3,4,3,4,5,4,4,4,,,,5,3,,3,,,,5,Bioestat,5,R/ Rstudio,5,Past
18/12/2023 14:54:16,39,Masculino,15,Engenharia de Produção,Não,UFPA,4,5,3,4,4,3,2,3,4,5,4,1,3,5,2,4,5,3,2,2,2,4,2,5,3,4,4,3,,,,4,3,,2,,,,5,Input Analyzer. - Promodel,,,,
21/11/2023 17:02:28,39,Feminino,16,Estatística,Não,UFRGS,5,5,5,5,5,5,4,5,5,5,5,3,5,5,4,4,5,4,3,5,2,5,1,5,5,5,5,5,5,1,1,5,5,1,1,1,1,1,5,SAS,5,PSS Health,,
07/12/2023 13:08:58,40,Masculino,2,Economia,Não,UFRB,,,4,,,4,,4,,3,,5,4,4,,,4,,5,,3,4,1,5,3,5,,5,5,1,1,5,1,1,1,1,1,1,,,,,,
28/11/2023 13:57:35,40,Feminino,7,Química,Não,UFPA,4,3,4,5,4,4,2,4,4,4,3,2,4,4,4,4,5,5,3,2,2,4,2,4,4,4,3,4,5,1,1,5,1,1,5,3,1,1,,,,,,
03/01/2024 15:21:57,40,Masculino,7,Licenciatura em Matemática,Sim,USP,5,5,4,5,5,4,4,5,3,3,3,5,5,5,4,4,5,4,5,5,5,5,2,5,5,5,5,5,5,1,1,2,1,1,1,3,1,1,,,,,,
